ID,REPL,TIME,EVID,DV,RIF,INH,EMB,PZA,SM,PAS,EXPR,PH,THRP,LOQ,AGR,NDV,EVIDLQ,NATG,IDEXPR,PLOT
104,1,0,0,13.19,0.002,0.63,0,0,0,0,7,7,2,0,0,532852.5376,0,0,11,28
104,1,1,0,7.85,.,.,.,.,.,.,7,7,2,0,0,2570.356798,0,0,11,28
104,1,2,0,6.40,.,.,.,.,.,.,7,7,2,0,0,604.4989905,0,0,11,28
104,1,3,0,5.62,.,.,.,.,.,.,7,7,2,0,0,275.3381559,0,0,11,28
104,1,6,0,4.28,.,.,.,.,.,.,7,7,2,0,0,72.19710874,0,0,11,28
105,1,0,0,13.19,0.125,0.63,0,0,0,0,7,7,2,0,0,532852.5376,0,0,12,29
105,1,1,0,8.58,.,.,.,.,.,.,7,7,2,0,0,5339.033911,0,0,12,29
105,1,2,0,6.67,.,.,.,.,.,.,7,7,2,0,0,790.843423,0,0,12,29
105,1,3,0,4.93,.,.,.,.,.,.,7,7,2,0,0,137.8133178,0,0,12,29
105,1,6,0,0.44,.,.,.,.,.,.,7,7,2,0,0,1.555535719,0,0,12,29
106,1,0,0,13.19,8,0.63,0,0,0,0,7,7,2,0,0,532852.5376,0,0,13,30
106,1,1,0,8.02,.,.,.,.,.,.,7,7,2,0,0,3036.31534,0,0,13,30
106,1,2,0,5.66,.,.,.,.,.,.,7,7,2,0,0,286.2312355,0,0,13,30
106,1,3,0,3.52,.,.,.,.,.,.,7,7,2,0,0,33.6798589,0,0,13,30
106,1,6,0,-2.62,.,.,.,.,.,.,7,7,2,0,0,0.072454246,2,0,13,30
107,1,0,0,13.19,0.002,40,0,0,0,0,7,7,2,0,0,532852.5376,0,0,14,31
107,1,1,0,7.00,.,.,.,.,.,.,7,7,2,0,0,1100.478099,0,0,14,31
107,1,2,0,4.28,.,.,.,.,.,.,7,7,2,0,0,72.29102602,0,0,14,31
107,1,3,0,2.51,.,.,.,.,.,.,7,7,2,0,0,12.31724115,0,0,14,31
107,1,6,0,1.59,.,.,.,.,.,.,7,7,2,0,0,4.926358135,0,0,14,31
108,1,0,0,13.19,0.125,40,0,0,0,0,7,7,2,0,0,532852.5376,0,0,15,32
108,1,1,0,7.91,.,.,.,.,.,.,7,7,2,0,0,2729.8447,0,0,15,32
108,1,2,0,5.54,.,.,.,.,.,.,7,7,2,0,0,254.3471332,0,0,15,32
108,1,3,0,3.46,.,.,.,.,.,.,7,7,2,0,0,31.78199708,0,0,15,32
108,1,6,0,-0.46,.,.,.,.,.,.,7,7,2,0,0,0.633725109,0,0,15,32
109,1,0,0,13.19,8,40,0,0,0,0,7,7,2,0,0,532852.5376,0,0,16,33
109,1,1,0,7.32,.,.,.,.,.,.,7,7,2,0,0,1515.347402,0,0,16,33
109,1,2,0,4.43,.,.,.,.,.,.,7,7,2,0,0,83.93981047,0,0,16,33
109,1,3,0,1.81,.,.,.,.,.,.,7,7,2,0,0,6.110447432,2,0,16,33
109,1,6,0,-5.74,.,.,.,.,.,.,7,7,2,0,0,0.003216376,2,0,16,33
110,2,0,0,13.19,0,0,0,0,0,0,7,7,2,0,0,532852.5376,0,1,17,1
110,2,1,0,13.51,.,.,.,.,.,.,7,7,2,0,0,735275.1045,0,1,17,1
110,2,2,0,14.05,.,.,.,.,.,.,7,7,2,0,0,1262999.493,0,1,17,1
110,2,3,0,14.73,.,.,.,.,.,.,7,7,2,0,0,2493006.575,0,1,17,1
110,2,6,0,17.03,.,.,.,.,.,.,7,7,2,0,0,24915483.61,0,1,17,1
111,2,0,0,13.19,0,0.01,0,0,0,0,7,7,2,0,0,532852.5376,0,0,18,2
111,2,1,0,13.23,.,.,.,.,.,.,7,7,2,0,0,558494.4723,0,0,18,2
111,2,2,0,13.76,.,.,.,.,.,.,7,7,2,0,0,947895.9331,0,0,18,2
111,2,3,0,14.44,.,.,.,.,.,.,7,7,2,0,0,1859838.102,0,0,18,2
111,2,6,0,16.64,.,.,.,.,.,.,7,7,2,0,0,16768287.3,0,0,18,2
112,2,0,0,13.19,0,0.63,0,0,0,0,7,7,2,0,0,532852.5376,0,0,19,24
112,2,1,0,7.31,.,.,.,.,.,.,7,7,2,0,0,1502.371292,0,0,19,24
112,2,2,0,5.55,.,.,.,.,.,.,7,7,2,0,0,257.2118334,0,0,19,24
112,2,3,0,4.72,.,.,.,.,.,.,7,7,2,0,0,112.2467979,0,0,19,24
112,2,6,0,4.18,.,.,.,.,.,.,7,7,2,0,0,65.15050142,0,0,19,24
113,2,0,0,13.19,0,40,0,0,0,0,7,7,2,0,0,532852.5376,0,0,20,8
113,2,1,0,6.47,.,.,.,.,.,.,7,7,2,0,0,645.6774011,0,0,20,8
113,2,2,0,3.20,.,.,.,.,.,.,7,7,2,0,0,24.53007707,0,0,20,8
113,2,3,0,1.60,.,.,.,.,.,.,7,7,2,0,0,4.96443751,0,0,20,8
113,2,6,0,1.38,.,.,.,.,.,.,7,7,2,0,0,3.966166456,0,0,20,8
114,2,0,0,13.19,0.002,0,0,0,0,0,7,7,2,0,0,532852.5376,0,0,21,9
114,2,1,0,12.94,.,.,.,.,.,.,7,7,2,0,0,417901.0663,0,0,21,9
114,2,2,0,12.76,.,.,.,.,.,.,7,7,2,0,0,346625.4219,0,0,21,9
114,2,3,0,12.62,.,.,.,.,.,.,7,7,2,0,0,303155.1501,0,0,21,9
114,2,6,0,12.43,.,.,.,.,.,.,7,7,2,0,0,250947.7427,0,0,21,9
115,2,0,0,13.19,0.125,0,0,0,0,0,7,7,2,0,0,532852.5376,0,0,22,12
115,2,1,0,11.68,.,.,.,.,.,.,7,7,2,0,0,117948.1028,0,0,22,12
115,2,2,0,10.28,.,.,.,.,.,.,7,7,2,0,0,29202.21963,0,0,22,12
115,2,3,0,8.98,.,.,.,.,.,.,7,7,2,0,0,7922.008095,0,0,22,12
115,2,6,0,5.35,.,.,.,.,.,.,7,7,2,0,0,210.9666365,0,0,22,12
116,2,0,0,13.19,8,0,0,0,0,0,7,7,2,0,0,532852.5376,0,0,23,15
116,2,1,0,11.21,.,.,.,.,.,.,7,7,2,0,0,74161.46836,0,0,23,15
116,2,2,0,9.24,.,.,.,.,.,.,7,7,2,0,0,10311.34475,0,0,23,15
116,2,3,0,7.27,.,.,.,.,.,.,7,7,2,0,0,1434.25381,0,0,23,15
116,2,6,0,1.35,.,.,.,.,.,.,7,7,2,0,0,3.861671033,0,0,23,15
117,2,0,0,13.19,0.002,0.01,0,0,0,0,7,7,2,0,0,532852.5376,0,0,24,25
117,2,1,0,12.70,.,.,.,.,.,.,7,7,2,0,0,328732.6219,0,0,24,25
117,2,2,0,12.40,.,.,.,.,.,.,7,7,2,0,0,242801.6175,0,0,24,25
117,2,3,0,12.18,.,.,.,.,.,.,7,7,2,0,0,195242.9579,0,0,24,25
117,2,6,0,11.78,.,.,.,.,.,.,7,7,2,0,0,129962.3406,0,0,24,25
118,2,0,0,13.19,0.125,0.01,0,0,0,0,7,7,2,0,0,532852.5376,0,0,25,26
118,2,1,0,11.41,.,.,.,.,.,.,7,7,2,0,0,90039.16308,0,0,25,26
118,2,2,0,9.68,.,.,.,.,.,.,7,7,2,0,0,16073.06229,0,0,25,26
118,2,3,0,8.00,.,.,.,.,.,.,7,7,2,0,0,2972.920256,0,0,25,26
118,2,6,0,3.26,.,.,.,.,.,.,7,7,2,0,0,25.94295269,0,0,25,26
119,2,0,0,13.19,8,0.01,0,0,0,0,7,7,2,0,0,532852.5376,0,0,26,27
119,2,1,0,10.88,.,.,.,.,.,.,7,7,2,0,0,52838.74461,0,0,26,27
119,2,2,0,8.70,.,.,.,.,.,.,7,7,2,0,0,5995.113502,0,0,26,27
119,2,3,0,6.60,.,.,.,.,.,.,7,7,2,0,0,732.6001096,0,0,26,27
119,2,6,0,0.48,.,.,.,.,.,.,7,7,2,0,0,1.611926423,0,0,26,27
120,2,0,0,13.19,0.002,0.63,0,0,0,0,7,7,2,0,0,532852.5376,0,0,27,28
120,2,1,0,7.85,.,.,.,.,.,.,7,7,2,0,0,2570.356798,0,0,27,28
120,2,2,0,6.40,.,.,.,.,.,.,7,7,2,0,0,604.4989905,0,0,27,28
120,2,3,0,5.62,.,.,.,.,.,.,7,7,2,0,0,275.3381559,0,0,27,28
120,2,6,0,4.28,.,.,.,.,.,.,7,7,2,0,0,72.19710874,0,0,27,28
121,2,0,0,13.19,0.125,0.63,0,0,0,0,7,7,2,0,0,532852.5376,0,0,28,29
121,2,1,0,8.58,.,.,.,.,.,.,7,7,2,0,0,5339.033911,0,0,28,29
121,2,2,0,6.67,.,.,.,.,.,.,7,7,2,0,0,790.843423,0,0,28,29
121,2,3,0,4.93,.,.,.,.,.,.,7,7,2,0,0,137.8133178,0,0,28,29
121,2,6,0,0.44,.,.,.,.,.,.,7,7,2,0,0,1.555535719,0,0,28,29
122,2,0,0,13.19,8,0.63,0,0,0,0,7,7,2,0,0,532852.5376,0,0,29,30
122,2,1,0,8.02,.,.,.,.,.,.,7,7,2,0,0,3036.31534,0,0,29,30
122,2,2,0,5.66,.,.,.,.,.,.,7,7,2,0,0,286.2312355,0,0,29,30
122,2,3,0,3.52,.,.,.,.,.,.,7,7,2,0,0,33.6798589,0,0,29,30
122,2,6,0,-2.62,.,.,.,.,.,.,7,7,2,0,0,0.072454246,0,0,29,30
123,2,0,0,13.19,0.002,40,0,0,0,0,7,7,2,0,0,532852.5376,0,0,30,31
123,2,1,0,7.00,.,.,.,.,.,.,7,7,2,0,0,1100.478099,0,0,30,31
123,2,2,0,4.28,.,.,.,.,.,.,7,7,2,0,0,72.29102602,0,0,30,31
123,2,3,2,2.51,.,.,.,.,.,.,7,7,2,0,0,12.31724115,2,0,30,31
123,2,6,2,1.59,.,.,.,.,.,.,7,7,2,0,0,4.926358135,2,0,30,31
124,2,0,0,13.19,0.125,40,0,0,0,0,7,7,2,0,0,532852.5376,0,0,31,32
124,2,1,0,7.91,.,.,.,.,.,.,7,7,2,0,0,2729.8447,0,0,31,32
124,2,2,0,5.54,.,.,.,.,.,.,7,7,2,0,0,254.3471332,0,0,31,32
124,2,3,0,3.46,.,.,.,.,.,.,7,7,2,0,0,31.78199708,0,0,31,32
124,2,6,0,-0.46,.,.,.,.,.,.,7,7,2,0,0,0.633725109,0,0,31,32
125,2,0,0,13.19,8,40,0,0,0,0,7,7,2,0,0,532852.5376,0,0,32,33
125,2,1,0,7.32,.,.,.,.,.,.,7,7,2,0,0,1515.347402,0,0,32,33
125,2,2,0,4.43,.,.,.,.,.,.,7,7,2,0,0,83.93981047,0,0,32,33
125,2,3,0,1.81,.,.,.,.,.,.,7,7,2,0,0,6.110447432,0,0,32,33
125,2,6,0,-5.74,.,.,.,.,.,.,7,7,2,0,0,0.003216376,0,0,32,33
126,1,0,0,13.19,0,0,0,0,0,0,8,7,2,0,0,532852.5376,0,1,1,1
126,1,1,0,13.51,.,.,.,.,.,.,8,7,2,0,0,735275.1045,0,1,1,1
126,1,2,0,14.05,.,.,.,.,.,.,8,7,2,0,0,1262999.493,0,1,1,1
126,1,3,0,14.73,.,.,.,.,.,.,8,7,2,0,0,2493006.575,0,1,1,1
126,1,6,0,17.03,.,.,.,.,.,.,8,7,2,0,0,24915483.61,0,1,1,1
127,1,0,0,13.19,0,0.01,0,0,0,0,8,7,2,0,0,532852.5376,0,0,2,2
127,1,1,0,13.23,.,.,.,.,.,.,8,7,2,0,0,558494.4723,0,0,2,2
127,1,2,0,13.76,.,.,.,.,.,.,8,7,2,0,0,947895.9331,0,0,2,2
127,1,3,0,14.44,.,.,.,.,.,.,8,7,2,0,0,1859838.102,0,0,2,2
127,1,6,0,16.64,.,.,.,.,.,.,8,7,2,0,0,16768287.3,0,0,2,2
128,1,0,0,13.19,0,0.63,0,0,0,0,8,7,2,0,0,532852.5376,0,0,3,24
128,1,1,0,7.31,.,.,.,.,.,.,8,7,2,0,0,1502.371292,0,0,3,24
128,1,2,0,5.55,.,.,.,.,.,.,8,7,2,0,0,257.2118334,0,0,3,24
128,1,3,0,4.72,.,.,.,.,.,.,8,7,2,0,0,112.2467979,0,0,3,24
128,1,6,0,4.18,.,.,.,.,.,.,8,7,2,0,0,65.15050142,0,0,3,24
129,1,0,0,13.19,0,40,0,0,0,0,8,7,2,0,0,532852.5376,0,0,4,8
129,1,1,0,6.47,.,.,.,.,.,.,8,7,2,0,0,645.6774011,0,0,4,8
129,1,2,0,3.20,.,.,.,.,.,.,8,7,2,0,0,24.53007707,0,0,4,8
129,1,3,0,1.60,.,.,.,.,.,.,8,7,2,0,0,4.96443751,0,0,4,8
129,1,6,0,1.38,.,.,.,.,.,.,8,7,2,0,0,3.966166456,0,0,4,8
130,1,0,0,13.19,0,0,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,5,34
130,1,1,0,13.50,.,.,.,.,.,.,8,7,2,0,0,725778.3905,0,0,5,34
130,1,2,0,14.04,.,.,.,.,.,.,8,7,2,0,0,1246686.762,0,0,5,34
130,1,3,0,14.72,.,.,.,.,.,.,8,7,2,0,0,2473142.087,0,0,5,34
130,1,6,0,17.03,.,.,.,.,.,.,8,7,2,0,0,24865702.44,0,0,5,34
131,1,0,0,13.19,0,0,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,6,20
131,1,1,0,12.69,.,.,.,.,.,.,8,7,2,0,0,324162.4312,0,0,6,20
131,1,2,0,12.93,.,.,.,.,.,.,8,7,2,0,0,414156.831,0,0,6,20
131,1,3,0,13.26,.,.,.,.,.,.,8,7,2,0,0,573779.2388,0,0,6,20
131,1,6,0,14.25,.,.,.,.,.,.,8,7,2,0,0,1538010.106,0,0,6,20
132,1,0,0,13.19,0,0,32,0,0,0,8,7,2,0,0,532852.5376,0,0,7,23
132,1,1,0,10.84,.,.,.,.,.,.,8,7,2,0,0,50919.4372,0,0,7,23
132,1,2,0,9.43,.,.,.,.,.,.,8,7,2,0,0,12394.39955,0,0,7,23
132,1,3,0,8.01,.,.,.,.,.,.,8,7,2,0,0,3010.31499,0,0,7,23
132,1,6,0,3.75,.,.,.,.,.,.,8,7,2,0,0,42.71712954,0,0,7,23
133,1,0,0,13.19,0,0.01,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,8,35
133,1,1,0,13.25,.,.,.,.,.,.,8,7,2,0,0,569207.317,0,0,8,35
133,1,2,0,13.78,.,.,.,.,.,.,8,7,2,0,0,960299.0257,0,0,8,35
133,1,3,0,14.45,.,.,.,.,.,.,8,7,2,0,0,1878529.786,0,0,8,35
133,1,6,0,16.65,.,.,.,.,.,.,8,7,2,0,0,16970718.91,0,0,8,35
134,1,0,0,13.19,0,0.01,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,9,36
134,1,1,0,12.71,.,.,.,.,.,.,8,7,2,0,0,330380.401,0,0,9,36
134,1,2,0,12.89,.,.,.,.,.,.,8,7,2,0,0,395141.8131,0,0,9,36
134,1,3,0,13.18,.,.,.,.,.,.,8,7,2,0,0,528078.3807,0,0,9,36
134,1,6,0,14.11,.,.,.,.,.,.,8,7,2,0,0,1337081.752,0,0,9,36
135,1,0,0,13.19,0,0.01,32,0,0,0,8,7,2,0,0,532852.5376,0,0,10,37
135,1,1,0,10.83,.,.,.,.,.,.,8,7,2,0,0,50312.05553,0,0,10,37
135,1,2,0,9.40,.,.,.,.,.,.,8,7,2,0,0,12121.06346,0,0,10,37
135,1,3,0,7.98,.,.,.,.,.,.,8,7,2,0,0,2919.010593,0,0,10,37
135,1,6,0,3.70,.,.,.,.,.,.,8,7,2,0,0,40.63785413,0,0,10,37
136,1,0,0,13.19,0,0.63,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,11,38
136,1,1,0,7.55,.,.,.,.,.,.,8,7,2,0,0,1895.428096,0,0,11,38
136,1,2,0,5.95,.,.,.,.,.,.,8,7,2,0,0,383.4464592,0,0,11,38
136,1,3,0,5.18,.,.,.,.,.,.,8,7,2,0,0,178.3592902,0,0,11,38
136,1,6,0,4.59,.,.,.,.,.,.,8,7,2,0,0,98.54368969,0,0,11,38
137,1,0,0,13.19,0,0.63,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,12,39
137,1,1,0,7.74,.,.,.,.,.,.,8,7,2,0,0,2306.531131,0,0,12,39
137,1,2,0,6.39,.,.,.,.,.,.,8,7,2,0,0,594.0716886,0,0,12,39
137,1,3,0,5.93,.,.,.,.,.,.,8,7,2,0,0,376.9452683,0,0,12,39
137,1,6,0,6.05,.,.,.,.,.,.,8,7,2,0,0,425.7277255,0,0,12,39
138,1,0,0,13.19,0,0.63,32,0,0,0,8,7,2,0,0,532852.5376,0,0,13,40
138,1,1,0,7.72,.,.,.,.,.,.,8,7,2,0,0,2253.860945,0,0,13,40
138,1,2,0,5.85,.,.,.,.,.,.,8,7,2,0,0,347.3385664,0,0,13,40
138,1,3,0,4.30,.,.,.,.,.,.,8,7,2,0,0,73.68505521,0,0,13,40
138,1,6,0,1.23,.,.,.,.,.,.,8,7,2,0,0,3.437003444,0,0,13,40
778,1,0,2,13.19,0,10,8,0,0,0,8,7,2,0,0,532852.5376,0,0,13,778
778,1,1,2,7.27,.,.,.,.,.,.,8,7,2,0,0,1440.002315,0,0,13,778
778,1,2,2,5.29,.,.,.,.,.,.,8,7,2,0,0,198.3632607,0,0,13,778
778,1,3,2,4.17,.,.,.,.,.,.,8,7,2,0,0,64.85149735,0,0,13,778
778,1,6,2,2.94,.,.,.,.,.,.,8,7,2,0,0,18.91773799,0,0,13,778
139,1,0,0,13.19,0,40,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,14,41
139,1,1,0,6.69,.,.,.,.,.,.,8,7,2,0,0,806.5775103,0,0,14,41
139,1,2,0,3.66,.,.,.,.,.,.,8,7,2,0,0,38.88855533,0,0,14,41
139,1,3,0,1.95,.,.,.,.,.,.,8,7,2,0,0,6.995730259,0,0,14,41
139,1,6,0,1.49,.,.,.,.,.,.,8,7,2,0,0,4.437095519,0,0,14,41
140,1,0,0,13.19,0,40,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,15,42
140,1,1,0,6.71,.,.,.,.,.,.,8,7,2,0,0,817.7854368,0,0,15,42
140,1,2,0,3.69,.,.,.,.,.,.,8,7,2,0,0,40.12501679,0,0,15,42
140,1,3,0,1.98,.,.,.,.,.,.,8,7,2,0,0,7.275408771,0,0,15,42
140,1,6,0,1.50,.,.,.,.,.,.,8,7,2,0,0,4.464690969,0,0,15,42
141,1,0,0,13.19,0,40,32,0,0,0,8,7,2,0,0,532852.5376,0,0,16,43
141,1,1,0,6.77,.,.,.,.,.,.,8,7,2,0,0,869.9189096,0,0,16,43
141,1,2,0,3.77,.,.,.,.,.,.,8,7,2,0,0,43.52345551,0,0,16,43
141,1,3,0,2.00,.,.,.,.,.,.,8,7,2,0,0,7.419413419,0,0,16,43
141,1,6,0,1.47,.,.,.,.,.,.,8,7,2,0,0,4.34488808,0,0,16,43
142,2,0,0,13.19,0,0,0,0,0,0,8,7,2,0,0,532852.5376,0,1,17,1
142,2,1,0,13.51,.,.,.,.,.,.,8,7,2,0,0,735275.1045,0,1,17,1
142,2,2,0,14.05,.,.,.,.,.,.,8,7,2,0,0,1262999.493,0,1,17,1
142,2,3,0,14.73,.,.,.,.,.,.,8,7,2,0,0,2493006.575,0,1,17,1
142,2,6,0,17.03,.,.,.,.,.,.,8,7,2,0,0,24915483.61,0,1,17,1
143,2,0,0,13.19,0,0.01,0,0,0,0,8,7,2,0,0,532852.5376,0,0,18,2
143,2,1,0,13.23,.,.,.,.,.,.,8,7,2,0,0,558494.4723,0,0,18,2
143,2,2,0,13.76,.,.,.,.,.,.,8,7,2,0,0,947895.9331,0,0,18,2
143,2,3,0,14.44,.,.,.,.,.,.,8,7,2,0,0,1859838.102,0,0,18,2
143,2,6,0,16.64,.,.,.,.,.,.,8,7,2,0,0,16768287.3,0,0,18,2
144,2,0,0,13.19,0,0.63,0,0,0,0,8,7,2,0,0,532852.5376,0,0,19,24
144,2,1,0,7.31,.,.,.,.,.,.,8,7,2,0,0,1502.371292,0,0,19,24
144,2,2,0,5.55,.,.,.,.,.,.,8,7,2,0,0,257.2118334,0,0,19,24
144,2,3,0,4.72,.,.,.,.,.,.,8,7,2,0,0,112.2467979,0,0,19,24
144,2,6,0,4.18,.,.,.,.,.,.,8,7,2,0,0,65.15050142,0,0,19,24
145,2,0,0,13.19,0,40,0,0,0,0,8,7,2,0,0,532852.5376,0,0,20,8
145,2,1,0,6.47,.,.,.,.,.,.,8,7,2,0,0,645.6774011,0,0,20,8
145,2,2,0,3.20,.,.,.,.,.,.,8,7,2,0,0,24.53007707,0,0,20,8
145,2,3,0,1.60,.,.,.,.,.,.,8,7,2,0,0,4.96443751,0,0,20,8
145,2,6,0,1.38,.,.,.,.,.,.,8,7,2,0,0,3.966166456,0,0,20,8
146,2,0,0,13.19,0,0,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,21,34
146,2,1,0,13.50,.,.,.,.,.,.,8,7,2,0,0,725778.3905,0,0,21,34
146,2,2,0,14.04,.,.,.,.,.,.,8,7,2,0,0,1246686.762,0,0,21,34
146,2,3,0,14.72,.,.,.,.,.,.,8,7,2,0,0,2473142.087,0,0,21,34
146,2,6,0,17.03,.,.,.,.,.,.,8,7,2,0,0,24865702.44,0,0,21,34
147,2,0,0,13.19,0,0,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,22,20
147,2,1,0,12.69,.,.,.,.,.,.,8,7,2,0,0,324162.4312,0,0,22,20
147,2,2,0,12.93,.,.,.,.,.,.,8,7,2,0,0,414156.831,0,0,22,20
147,2,3,0,13.26,.,.,.,.,.,.,8,7,2,0,0,573779.2388,0,0,22,20
147,2,6,0,14.25,.,.,.,.,.,.,8,7,2,0,0,1538010.106,0,0,22,20
148,2,0,0,13.19,0,0,32,0,0,0,8,7,2,0,0,532852.5376,0,0,23,23
148,2,1,0,10.84,.,.,.,.,.,.,8,7,2,0,0,50919.4372,0,0,23,23
148,2,2,0,9.43,.,.,.,.,.,.,8,7,2,0,0,12394.39955,0,0,23,23
148,2,3,0,8.01,.,.,.,.,.,.,8,7,2,0,0,3010.31499,0,0,23,23
148,2,6,0,3.75,.,.,.,.,.,.,8,7,2,0,0,42.71712954,0,0,23,23
149,2,0,0,13.19,0,0.01,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,24,35
149,2,1,0,13.25,.,.,.,.,.,.,8,7,2,0,0,569207.317,0,0,24,35
149,2,2,0,13.78,.,.,.,.,.,.,8,7,2,0,0,960299.0257,0,0,24,35
149,2,3,0,14.45,.,.,.,.,.,.,8,7,2,0,0,1878529.786,0,0,24,35
149,2,6,0,16.65,.,.,.,.,.,.,8,7,2,0,0,16970718.91,0,0,24,35
150,2,0,0,13.19,0,0.01,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,25,36
150,2,1,0,12.71,.,.,.,.,.,.,8,7,2,0,0,330380.401,0,0,25,36
150,2,2,0,12.89,.,.,.,.,.,.,8,7,2,0,0,395141.8131,0,0,25,36
150,2,3,0,13.18,.,.,.,.,.,.,8,7,2,0,0,528078.3807,0,0,25,36
150,2,6,0,14.11,.,.,.,.,.,.,8,7,2,0,0,1337081.752,0,0,25,36
151,2,0,0,13.19,0,0.01,32,0,0,0,8,7,2,0,0,532852.5376,0,0,26,37
151,2,1,0,10.83,.,.,.,.,.,.,8,7,2,0,0,50312.05553,0,0,26,37
151,2,2,0,9.40,.,.,.,.,.,.,8,7,2,0,0,12121.06346,0,0,26,37
151,2,3,0,7.98,.,.,.,.,.,.,8,7,2,0,0,2919.010593,0,0,26,37
152,2,0,0,13.19,0,0.63,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,27,38
152,2,1,0,7.55,.,.,.,.,.,.,8,7,2,0,0,1895.428096,0,0,27,38
152,2,2,0,5.95,.,.,.,.,.,.,8,7,2,0,0,383.4464592,0,0,27,38
152,2,3,0,5.18,.,.,.,.,.,.,8,7,2,0,0,178.3592902,0,0,27,38
152,2,6,0,4.59,.,.,.,.,.,.,8,7,2,0,0,98.54368969,0,0,27,38
153,2,0,0,13.19,0,0.63,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,28,39
153,2,1,0,7.74,.,.,.,.,.,.,8,7,2,0,0,2306.531131,0,0,28,39
153,2,2,0,6.39,.,.,.,.,.,.,8,7,2,0,0,594.0716886,0,0,28,39
153,2,3,0,5.93,.,.,.,.,.,.,8,7,2,0,0,376.9452683,0,0,28,39
153,2,6,0,6.05,.,.,.,.,.,.,8,7,2,0,0,425.7277255,0,0,28,39
154,2,0,0,13.19,0,0.63,32,0,0,0,8,7,2,0,0,532852.5376,0,0,29,40
154,2,1,0,7.72,.,.,.,.,.,.,8,7,2,0,0,2253.860945,0,0,29,40
154,2,2,0,5.85,.,.,.,.,.,.,8,7,2,0,0,347.3385664,0,0,29,40
154,2,3,0,4.30,.,.,.,.,.,.,8,7,2,0,0,73.68505521,0,0,29,40
154,2,6,0,1.23,.,.,.,.,.,.,8,7,2,0,0,3.437003444,0,0,29,40
155,2,0,0,13.19,0,40,0.008,0,0,0,8,7,2,0,0,532852.5376,0,0,30,41
155,2,1,0,6.69,.,.,.,.,.,.,8,7,2,0,0,806.5775103,0,0,30,41
155,2,2,0,3.66,.,.,.,.,.,.,8,7,2,0,0,38.88855533,0,0,30,41
155,2,3,0,1.95,.,.,.,.,.,.,8,7,2,0,0,6.995730259,0,0,30,41
155,2,6,0,1.49,.,.,.,.,.,.,8,7,2,0,0,4.437095519,0,0,30,41
156,2,0,0,13.19,0,40,0.5,0,0,0,8,7,2,0,0,532852.5376,0,0,31,42
156,2,1,0,6.71,.,.,.,.,.,.,8,7,2,0,0,817.7854368,0,0,31,42
156,2,2,0,3.69,.,.,.,.,.,.,8,7,2,0,0,40.12501679,0,0,31,42
156,2,3,0,1.98,.,.,.,.,.,.,8,7,2,0,0,7.275408771,0,0,31,42
156,2,6,0,1.50,.,.,.,.,.,.,8,7,2,0,0,4.464690969,0,0,31,42
157,2,0,0,13.19,0,40,32,0,0,0,8,7,2,0,0,532852.5376,0,0,32,43
157,2,1,0,6.77,.,.,.,.,.,.,8,7,2,0,0,869.9189096,0,0,32,43
157,2,2,0,3.77,.,.,.,.,.,.,8,7,2,0,0,43.52345551,0,0,32,43
157,2,3,0,2.00,.,.,.,.,.,.,8,7,2,0,0,7.419413419,0,0,32,43
157,2,6,0,1.47,.,.,.,.,.,.,8,7,2,0,0,4.34488808,0,0,32,43
222,1,0,0,13.19,0,0,0,0,0,0,11,7,2,0,0,532852.5376,0,1,1,1
222,1,1,0,13.51,.,.,.,.,.,.,11,7,2,0,0,735275.1045,0,1,1,1
222,1,2,0,14.05,.,.,.,.,.,.,11,7,2,0,0,1262999.493,0,1,1,1
222,1,3,0,14.73,.,.,.,.,.,.,11,7,2,0,0,2493006.575,0,1,1,1
222,1,6,0,17.03,.,.,.,.,.,.,11,7,2,0,0,24915483.61,0,1,1,1
223,1,0,0,13.19,0.002,0,0,0,0,0,11,7,2,0,0,532852.5376,0,0,2,9
223,1,1,0,12.94,.,.,.,.,.,.,11,7,2,0,0,417901.0663,0,0,2,9
223,1,2,0,12.76,.,.,.,.,.,.,11,7,2,0,0,346625.4219,0,0,2,9
223,1,3,0,12.62,.,.,.,.,.,.,11,7,2,0,0,303155.1501,0,0,2,9
223,1,6,0,12.43,.,.,.,.,.,.,11,7,2,0,0,250947.7427,0,0,2,9
224,1,0,0,13.19,0.125,0,0,0,0,0,11,7,2,0,0,532852.5376,0,0,3,12
224,1,1,0,11.68,.,.,.,.,.,.,11,7,2,0,0,117948.1028,0,0,3,12
224,1,2,0,10.28,.,.,.,.,.,.,11,7,2,0,0,29202.21963,0,0,3,12
